"B306201 - Mean Travel time (1) by Means of transportation (7) (Workers 16 years and over who did not work at home)"
"Current date: 4/24/2020 1:41:18 AM (Eastern Daylight Time)"
"RESIDENCE","WORKPLACE","Means of Transportation 7","Output","Mean Travel Time",
"New York County, New York","Richmond County, New York","Public transportation","Margin of Error","8.2"
"New York County, New York","Richmond County, New York","Bicycle or walked","Estimate","4.3"
"New York County, New York","Richmond County, New York","Bicycle or walked","Margin of Error","3.1"
"New York County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Estimate","19"
"New York County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Margin of Error","12.4"
"New York County, New York","Richmond County, New York","Worked at home","Estimate","0"
"New York County, New York","Richmond County, New York","Worked at home","Margin of Error","0"
"Queens County, New York","Bronx County, New York","Total, means of transportation","Estimate","50.8"
"Queens County, New York","Bronx County, New York","Total, means of transportation","Margin of Error","1.4"
"Queens County, New York","Bronx County, New York","Car, truck, or van -- Drove alone","Estimate","39.2"
"Queens County, New York","Bronx County, New York","Car, truck, or van -- Drove alone","Margin of Error","1.5"
"Queens County, New York","Bronx County, New York","Car, truck, or van -- Carpooled","Estimate","38.5"
"Queens County, New York","Bronx County, New York","Car, truck, or van -- Carpooled","Margin of Error","2.9"
"Queens County, New York","Bronx County, New York","Public transportation","Estimate","69.6"
"Queens County, New York","Bronx County, New York","Public transportation","Margin of Error","2.5"
"Queens County, New York","Bronx County, New York","Bicycle or walked","Estimate","25.8"
"Queens County, New York","Bronx County, New York","Bicycle or walked","Margin of Error","8.9"
"Queens County, New York","Bronx County, New York","Taxicab, motorcycle or other method","Estimate","33.1"
"Queens County, New York","Bronx County, New York","Taxicab, motorcycle or other method","Margin of Error","13.9"
"Queens County, New York","Bronx County, New York","Worked at home","Estimate","0"
"Queens County, New York","Bronx County, New York","Worked at home","Margin of Error","0"
"Queens County, New York","Kings County, New York","Total, means of transportation","Estimate","48.4"
"Queens County, New York","Kings County, New York","Total, means of transportation","Margin of Error","0.6"
"Queens County, New York","Kings County, New York","Car, truck, or van -- Drove alone","Estimate","39.5"
"Queens County, New York","Kings County, New York","Car, truck, or van -- Drove alone","Margin of Error","0.7"
"Queens County, New York","Kings County, New York","Car, truck, or van -- Carpooled","Estimate","41.3"
"Queens County, New York","Kings County, New York","Car, truck, or van -- Carpooled","Margin of Error","2.4"
"Queens County, New York","Kings County, New York","Public transportation","Estimate","60.8"
"Queens County, New York","Kings County, New York","Public transportation","Margin of Error","1.1"
"Queens County, New York","Kings County, New York","Bicycle or walked","Estimate","24.4"
"Queens County, New York","Kings County, New York","Bicycle or walked","Margin of Error","2.9"
"Queens County, New York","Kings County, New York","Taxicab, motorcycle or other method","Estimate","36.5"
"Queens County, New York","Kings County, New York","Taxicab, motorcycle or other method","Margin of Error","6.8"
"Queens County, New York","Kings County, New York","Worked at home","Estimate","0"
"Queens County, New York","Kings County, New York","Worked at home","Margin of Error","0"
"Queens County, New York","New York County, New York","Total, means of transportation","Estimate","51.6"
"Queens County, New York","New York County, New York","Total, means of transportation","Margin of Error","0.2"
"Queens County, New York","New York County, New York","Car, truck, or van -- Drove alone","Estimate","43.2"
"Queens County, New York","New York County, New York","Car, truck, or van -- Drove alone","Margin of Error","1"
"Queens County, New York","New York County, New York","Car, truck, or van -- Carpooled","Estimate","47.5"
"Queens County, New York","New York County, New York","Car, truck, or van -- Carpooled","Margin of Error","1.6"
"Queens County, New York","New York County, New York","Public transportation","Estimate","52.9"
"Queens County, New York","New York County, New York","Public transportation","Margin of Error","0.3"
"Queens County, New York","New York County, New York","Bicycle or walked","Estimate","29.2"
"Queens County, New York","New York County, New York","Bicycle or walked","Margin of Error","2.3"
"Queens County, New York","New York County, New York","Taxicab, motorcycle or other method","Estimate","45.9"
"Queens County, New York","New York County, New York","Taxicab, motorcycle or other method","Margin of Error","4.3"
"Queens County, New York","New York County, New York","Worked at home","Estimate","0"
"Queens County, New York","New York County, New York","Worked at home","Margin of Error","0"
"Queens County, New York","Queens County, New York","Total, means of transportation","Estimate","32.7"
"Queens County, New York","Queens County, New York","Total, means of transportation","Margin of Error","0.3"
"Queens County, New York","Queens County, New York","Car, truck, or van -- Drove alone","Estimate","26.9"
"Queens County, New York","Queens County, New York","Car, truck, or van -- Drove alone","Margin of Error","0.4"
"Queens County, New York","Queens County, New York","Car, truck, or van -- Carpooled","Estimate","30.6"
"Queens County, New York","Queens County, New York","Car, truck, or van -- Carpooled","Margin of Error","0.8"
"Queens County, New York","Queens County, New York","Public transportation","Estimate","46.6"
"Queens County, New York","Queens County, New York","Public transportation","Margin of Error","0.5"
"Queens County, New York","Queens County, New York","Bicycle or walked","Estimate","15"
"Queens County, New York","Queens County, New York","Bicycle or walked","Margin of Error","0.4"
"Queens County, New York","Queens County, New York","Taxicab, motorcycle or other method","Estimate","31.9"
"Queens County, New York","Queens County, New York","Taxicab, motorcycle or other method","Margin of Error","2.7"
"Queens County, New York","Queens County, New York","Worked at home","Estimate","0"
"Queens County, New York","Queens County, New York","Worked at home","Margin of Error","0"
"Queens County, New York","Richmond County, New York","Total, means of transportation","Estimate","60.1"
"Queens County, New York","Richmond County, New York","Total, means of transportation","Margin of Error","5"
"Queens County, New York","Richmond County, New York","Car, truck, or van -- Drove alone","Estimate","52.7"
"Queens County, New York","Richmond County, New York","Car, truck, or van -- Drove alone","Margin of Error","5.5"
"Queens County, New York","Richmond County, New York","Car, truck, or van -- Carpooled","Estimate","52.7"
"Queens County, New York","Richmond County, New York","Car, truck, or van -- Carpooled","Margin of Error","9.2"
"Queens County, New York","Richmond County, New York","Public transportation","Estimate","80.3"
"Queens County, New York","Richmond County, New York","Public transportation","Margin of Error","9.5"
"Queens County, New York","Richmond County, New York","Bicycle or walked","Estimate","7"
"Queens County, New York","Richmond County, New York","Bicycle or walked","Margin of Error","2.9"
"Queens County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Estimate","51.8"
"Queens County, New York","Richmond County, New York","Taxicab, motorcycle or other method","Margin of Error","18.8"
"Queens County, New York","Richmond County, New York","Worked at home","Estimate","0"
"Queens County, New York","Richmond County, New York","Worked at home","Margin of Error","0"
"Richmond County, New York","Bronx County, New York","Total, means of transportation","Estimate","80.4"
"Richmond County, New York","Bronx County, New York","Total, means of transportation","Margin of Error","7"
"Richmond County, New York","Bronx County, New York","Car, truck, or van -- Drove alone","Estimate","73"
"Richmond County, New York","Bronx County, New York","Car, truck, or van -- Drove alone","Margin of Error","8.9"
"Richmond County, New York","Bronx County, New York","Car, truck, or van -- Carpooled","Estimate","59.8"
"Richmond County, New York","Bronx County, New York","Car, truck, or van -- Carpooled","Margin of Error","19.8"
"Richmond County, New York","Bronx County, New York","Public transportation","Estimate","105.9"
"Richmond County, New York","Bronx County, New York","Public transportation","Margin of Error","8.7"
"Richmond County, New York","Bronx County, New York","Bicycle or walked","Estimate","-"
"Richmond County, New York","Bronx County, New York","Bicycle or walked","Margin of Error","**"
"Richmond County, New York","Bronx County, New York","Taxicab, motorcycle or other method","Estimate","-"
"Richmond County, New York","Bronx County, New York","Taxicab, motorcycle or other method","Margin of Error","**"
"Richmond County, New York","Bronx County, New York","Worked at home","Estimate","0"
"Richmond County, New York","Bronx County, New York","Worked at home","Margin of Error","0"
"Richmond County, New York","Kings County, New York","Total, means of transportation","Estimate","48.6"
"Richmond County, New York","Kings County, New York","Total, means of transportation","Margin of Error","1.2"
"Richmond County, New York","Kings County, New York","Car, truck, or van -- Drove alone","Estimate","42.4"
"Richmond County, New York","Kings County, New York","Car, truck, or van -- Drove alone","Margin of Error","1.2"
"Richmond County, New York","Kings County, New York","Car, truck, or van -- Carpooled","Estimate","46.3"
"Richmond County, New York","Kings County, New York","Car, truck, or van -- Carpooled","Margin of Error","2.6"
"Richmond County, New York","Kings County, New York","Public transportation","Estimate","75.1"
"Richmond County, New York","Kings County, New York","Public transportation","Margin of Error","3.3"
"Richmond County, New York","Kings County, New York","Bicycle or walked","Estimate","61.3"
"Richmond County, New York","Kings County, New York","Bicycle or walked","Margin of Error","25.4"
"Richmond County, New York","Kings County, New York","Taxicab, motorcycle or other method","Estimate","57.3"
"Richmond County, New York","Kings County, New York","Taxicab, motorcycle or other method","Margin of Error","10.4"
"Richmond County, New York","Kings County, New York","Worked at home","Estimate","0"
"Richmond County, New York","Kings County, New York","Worked at home","Margin of Error","0"
"Richmond County, New York","New York County, New York","Total, means of transportation","Estimate","70.2"
"Richmond County, New York","New York County, New York","Total, means of transportation","Margin of Error","1"
"Richmond County, New York","New York County, New York","Car, truck, or van -- Drove alone","Estimate","53.9"
"Richmond County, New York","New York County, New York","Car, truck, or van -- Drove alone","Margin of Error","2.2"
"Richmond County, New York","New York County, New York","Car, truck, or van -- Carpooled","Estimate","63.9"
"Richmond County, New York","New York County, New York","Car, truck, or van -- Carpooled","Margin of Error","5.8"
"Richmond County, New York","New York County, New York","Public transportation","Estimate","74.7"
"Richmond County, New York","New York County, New York","Public transportation","Margin of Error","1"
"Richmond County, New York","New York County, New York","Bicycle or walked","Estimate","68.5"
"Richmond County, New York","New York County, New York","Bicycle or walked","Margin of Error","16.3"
"Richmond County, New York","New York County, New York","Taxicab, motorcycle or other method","Estimate","64.5"
"Richmond County, New York","New York County, New York","Taxicab, motorcycle or other method","Margin of Error","14.1"
"Richmond County, New York","New York County, New York","Worked at home","Estimate","0"
"Richmond County, New York","New York County, New York","Worked at home","Margin of Error","0"
"Richmond County, New York","Queens County, New York","Total, means of transportation","Estimate","68.1"
"Richmond County, New York","Queens County, New York","Total, means of transportation","Margin of Error","3.3"
"Richmond County, New York","Queens County, New York","Car, truck, or van -- Drove alone","Estimate","62.6"
"Richmond County, New York","Queens County, New York","Car, truck, or van -- Drove alone","Margin of Error","4.8"
"Richmond County, New York","Queens County, New York","Car, truck, or van -- Carpooled","Estimate","66.5"
"Richmond County, New York","Queens County, New York","Car, truck, or van -- Carpooled","Margin of Error","5"
"Richmond County, New York","Queens County, New York","Public transportation","Estimate","83.5"
"Richmond County, New York","Queens County, New York","Public transportation","Margin of Error","5.9"
"Richmond County, New York","Queens County, New York","Bicycle or walked","Estimate","105.3"
"Richmond County, New York","Queens County, New York","Bicycle or walked","Margin of Error","56.1"
"Richmond County, New York","Queens County, New York","Taxicab, motorcycle or other method","Estimate","94.2"
"Richmond County, New York","Queens County, New York","Taxicab, motorcycle or other method","Margin of Error","27"
"Richmond County, New York","Queens County, New York","Worked at home","Estimate","0"
"Richmond County, New York","Queens County, New York","Worked at home","Margin of Error","0"
"Richmond County, New York","Richmond County, New York","Total, means of transportation","Estimate","26.2"
"Richmond County, New York","Richmond County, New York","Total, means of transportation","Margin of Error","0.5"
"Richmond County, New York","Richmond County, New York","Car, truck, or van -- Drove alone","Estimate","22.2"
"Richmond County, New York","Richmond County, New York","Car, truck, or van -- Drove alone","Margin of Error","0.6"
"Richmond County, New York","Richmond County, New York","Car, truck, or van -- Carpooled","Estimate","23.4"
