"Notes"	"County"	"County Code"	"Year"	"Year Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Age Adjusted Rate	Age Adjusted Rate Lower 95% Confidence Interval	Age Adjusted Rate Upper 95% Confidence Interval	% of Total Deaths
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Jun., 2017"	"2017/06"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Jul., 2017"	"2017/07"	32	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Aug., 2017"	"2017/08"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Sep., 2017"	"2017/09"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Oct., 2017"	"2017/10"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Nov., 2017"	"2017/11"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2017"	"2017"	"Dec., 2017"	"2017/12"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Jan., 2018"	"2018/01"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Feb., 2018"	"2018/02"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Mar., 2018"	"2018/03"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Apr., 2018"	"2018/04"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"May, 2018"	"2018/05"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Jun., 2018"	"2018/06"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Jul., 2018"	"2018/07"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.002%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Aug., 2018"	"2018/08"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Sep., 2018"	"2018/09"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Oct., 2018"	"2018/10"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Nov., 2018"	"2018/11"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Orleans County, NY"	"36073"	"2018"	"2018"	"Dec., 2018"	"2018/12"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Jan., 2013"	"2013/01"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Feb., 2013"	"2013/02"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Mar., 2013"	"2013/03"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Apr., 2013"	"2013/04"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"May, 2013"	"2013/05"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Jun., 2013"	"2013/06"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Jul., 2013"	"2013/07"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Aug., 2013"	"2013/08"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Sep., 2013"	"2013/09"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Oct., 2013"	"2013/10"	107	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Nov., 2013"	"2013/11"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2013"	"2013"	"Dec., 2013"	"2013/12"	94	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Jan., 2014"	"2014/01"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Feb., 2014"	"2014/02"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Mar., 2014"	"2014/03"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Apr., 2014"	"2014/04"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"May, 2014"	"2014/05"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Jun., 2014"	"2014/06"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Jul., 2014"	"2014/07"	86	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Aug., 2014"	"2014/08"	80	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Sep., 2014"	"2014/09"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Oct., 2014"	"2014/10"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Nov., 2014"	"2014/11"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2014"	"2014"	"Dec., 2014"	"2014/12"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Jan., 2015"	"2015/01"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Feb., 2015"	"2015/02"	89	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Mar., 2015"	"2015/03"	105	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Apr., 2015"	"2015/04"	92	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"May, 2015"	"2015/05"	102	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Jun., 2015"	"2015/06"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Jul., 2015"	"2015/07"	75	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Aug., 2015"	"2015/08"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Sep., 2015"	"2015/09"	71	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Oct., 2015"	"2015/10"	82	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Nov., 2015"	"2015/11"	73	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2015"	"2015"	"Dec., 2015"	"2015/12"	88	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Jan., 2016"	"2016/01"	103	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Feb., 2016"	"2016/02"	83	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Mar., 2016"	"2016/03"	97	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Apr., 2016"	"2016/04"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"May, 2016"	"2016/05"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Jun., 2016"	"2016/06"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Jul., 2016"	"2016/07"	100	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Aug., 2016"	"2016/08"	95	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Sep., 2016"	"2016/09"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Oct., 2016"	"2016/10"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Nov., 2016"	"2016/11"	87	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2016"	"2016"	"Dec., 2016"	"2016/12"	87	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Jan., 2017"	"2017/01"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Feb., 2017"	"2017/02"	107	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Mar., 2017"	"2017/03"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Apr., 2017"	"2017/04"	93	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"May, 2017"	"2017/05"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Jun., 2017"	"2017/06"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Jul., 2017"	"2017/07"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Aug., 2017"	"2017/08"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Sep., 2017"	"2017/09"	74	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Oct., 2017"	"2017/10"	106	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Nov., 2017"	"2017/11"	85	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2017"	"2017"	"Dec., 2017"	"2017/12"	111	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Jan., 2018"	"2018/01"	123	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.013%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Feb., 2018"	"2018/02"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Mar., 2018"	"2018/03"	110	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.012%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Apr., 2018"	"2018/04"	94	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"May, 2018"	"2018/05"	90	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Jun., 2018"	"2018/06"	81	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Jul., 2018"	"2018/07"	78	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Aug., 2018"	"2018/08"	84	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.009%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Sep., 2018"	"2018/09"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Oct., 2018"	"2018/10"	91	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.010%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Nov., 2018"	"2018/11"	77	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.008%
	"Oswego County, NY"	"36075"	"2018"	"2018"	"Dec., 2018"	"2018/12"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.011%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Jan., 2013"	"2013/01"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Feb., 2013"	"2013/02"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Mar., 2013"	"2013/03"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Apr., 2013"	"2013/04"	50	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"May, 2013"	"2013/05"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Jun., 2013"	"2013/06"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Jul., 2013"	"2013/07"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Aug., 2013"	"2013/08"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Sep., 2013"	"2013/09"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Oct., 2013"	"2013/10"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Nov., 2013"	"2013/11"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2013"	"2013"	"Dec., 2013"	"2013/12"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Jan., 2014"	"2014/01"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Feb., 2014"	"2014/02"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Mar., 2014"	"2014/03"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Apr., 2014"	"2014/04"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"May, 2014"	"2014/05"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Jun., 2014"	"2014/06"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Jul., 2014"	"2014/07"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Aug., 2014"	"2014/08"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Sep., 2014"	"2014/09"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Oct., 2014"	"2014/10"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Nov., 2014"	"2014/11"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Otsego County, NY"	"36077"	"2014"	"2014"	"Dec., 2014"	"2014/12"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Jan., 2015"	"2015/01"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Feb., 2015"	"2015/02"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Mar., 2015"	"2015/03"	58	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Apr., 2015"	"2015/04"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"May, 2015"	"2015/05"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Jun., 2015"	"2015/06"	49	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Jul., 2015"	"2015/07"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Aug., 2015"	"2015/08"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Sep., 2015"	"2015/09"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.003%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Oct., 2015"	"2015/10"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Nov., 2015"	"2015/11"	48	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2015"	"2015"	"Dec., 2015"	"2015/12"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Jan., 2016"	"2016/01"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Feb., 2016"	"2016/02"	45	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Mar., 2016"	"2016/03"	46	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Apr., 2016"	"2016/04"	41	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"May, 2016"	"2016/05"	59	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Jun., 2016"	"2016/06"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Jul., 2016"	"2016/07"	54	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Aug., 2016"	"2016/08"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.005%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Sep., 2016"	"2016/09"	52	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.006%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Oct., 2016"	"2016/10"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.007%
	"Otsego County, NY"	"36077"	"2016"	"2016"	"Nov., 2016"	"2016/11"	38	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	Not Applicable	0.004%
